ID_Pelanggan,Nama_Pelanggan,Alamat,Kota,Provinsi,Daya_Listrik,Meter_Awal,Meter_Akhir,Pemakaian_kWh,Tarif_per_kWh,Total_Tagihan,Bulan,Tahun,Status_Pembayaran,Tanggal_Tagihan,Tanggal_Pembayaran,Tanggal_Jatuh_Tempo,Denda,Total_Bayar,Metode_Pembayaran,Tarif_Key
PLN115800,Agus Santoso,Jl. Raya Parepare No.459,Parepare,Sulawesi Selatan,6600 VA+,6898,9283,2385,1699.53,4053379,July,2023,Lunas,2023-07-05,2023-10-23 00:00:00,2023-07-25,243202,4296581,Indomaret,6600_plus
PLN115801,Ayu Wahyuni,Jl. Raya Jakarta Barat No.260,Jakarta Barat,DKI Jakarta,450 VA,233595,233610,15,415.0,6225,June,2025,Lunas,2025-06-03,2025-06-07 00:00:00,2025-06-23,0,6225,Alfamart,450_subsidi
PLN115802,Sari Ramadhan,Jl. Raya Lombok Timur No.286,Lombok Timur,NTB,900 VA (subsidi),37498,37644,146,605.0,88330,March,2024,Lunas,2024-03-28,2024-04-04 00:00:00,2024-04-17,0,88330,Mobile Banking,900_subsidi
PLN115803,Rizky Lestari,Jl. Raya Pekanbaru No.199,Pekanbaru,Riau,900 VA (subsidi),118824,118982,158,605.0,95590,May,2024,Lunas,2024-05-02,2024-05-15 00:00:00,2024-05-22,0,95590,Indomaret,900_subsidi
PLN115804,Rina Putri,Jl. Raya Bandar Lampung No.41,Bandar Lampung,Lampung,450 VA,355490,355527,37,415.0,15355,November,2024,Lunas,2024-11-14,2024-11-26 00:00:00,2024-12-04,0,15355,Indomaret,450_subsidi
PLN115805,Hendra Wahyuni,Jl. Raya Mataram No.931,Mataram,NTB,2200 VA,131956,132102,146,1444.7,210926,June,2024,Lunas,2024-06-08,2024-06-24 00:00:00,2024-06-28,0,210926,Alfamart,2200
PLN115806,Wahyu Hidayat,Jl. Raya Yogyakarta No.451,Yogyakarta,Yogyakarta,1300 VA,43760,44212,452,1444.7,653004,November,2025,Belum Bayar,2025-11-15,BELUM BAYAR,2025-12-05,130600,783604,BELUM BAYAR,1300
PLN115807,Rina Kusuma,Jl. Raya Samarinda No.463,Samarinda,Kalimantan Timur,2200 VA,460066,460217,151,1444.7,218150,November,2025,Lunas,2025-11-20,2026-02-14 00:00:00,2025-12-10,8726,226876,Kartu Kredit,2200
PLN115808,Ika Lestari,Jl. Raya Yogyakarta No.821,Yogyakarta,Yogyakarta,1300 VA,301157,301366,209,1444.7,301942,January,2023,Lunas,2023-01-11,2023-03-12 00:00:00,2023-01-31,6038,307980,Indomaret,1300
PLN115809,Andi Pratama,Jl. Raya Bandung No.114,Bandung,Jawa Barat,900 VA (non-subsidi),36681,36854,173,1352.0,233896,October,2023,Lunas,2023-10-08,2023-10-11 00:00:00,2023-10-28,0,233896,Transfer Bank,900_nonsubsidi
PLN115810,Siti Saputra,Jl. Raya Tegal No.594,Tegal,Jawa Tengah,900 VA (non-subsidi),209650,209772,122,1352.0,164944,December,2023,Lunas,2023-12-26,2023-12-26 00:00:00,2024-01-15,0,164944,Kartu Kredit,900_nonsubsidi
PLN115811,Hendra Agustina,Jl. Raya Lombok Timur No.796,Lombok Timur,NTB,900 VA (subsidi),59871,59883,12,605.0,7260,March,2023,Lunas,2023-03-02,2023-03-11 00:00:00,2023-03-22,0,7260,Alfamart,900_subsidi
PLN115812,Siti Pratama,Jl. Raya Bandar Lampung No.364,Bandar Lampung,Lampung,2200 VA,35761,36323,562,1444.7,811921,December,2025,Belum Bayar,2025-12-09,BELUM BAYAR,2025-12-29,113668,925589,BELUM BAYAR,2200
PLN115813,Ika Wijaya,Jl. Raya Banda Aceh No.400,Banda Aceh,Aceh,1300 VA,367508,367728,220,1444.7,317834,November,2024,Belum Bayar,2024-11-23,BELUM BAYAR,2024-12-13,57210,375044,BELUM BAYAR,1300
PLN115814,Eka Lestari,Jl. Raya Banda Aceh No.977,Banda Aceh,Aceh,1300 VA,172568,172807,239,1444.7,345283,September,2024,Lunas,2024-09-16,2024-09-25 00:00:00,2024-10-06,0,345283,Indomaret,1300
PLN115815,Budi Hidayat,Jl. Raya Banda Aceh No.597,Banda Aceh,Aceh,3500 VA,307898,308674,776,1699.53,1318835,January,2024,Lunas,2024-01-19,2024-01-31 00:00:00,2024-02-08,0,1318835,Mobile Banking,3500_5500
PLN115816,Tono Kurniawan,Jl. Raya Gianyar No.264,Gianyar,Bali,900 VA (subsidi),72275,72432,157,605.0,94985,September,2025,Lunas,2025-09-19,2025-11-04 00:00:00,2025-10-09,5000,99985,Transfer Bank,900_subsidi
PLN115817,Dian Hidayat,Jl. Raya Pekanbaru No.4,Pekanbaru,Riau,900 VA (subsidi),484223,484460,237,605.0,143385,July,2024,Lunas,2024-07-22,2024-07-24 00:00:00,2024-08-11,0,143385,ATM Transfer,900_subsidi
PLN115818,Siti Aminah,Jl. Raya Pekanbaru No.814,Pekanbaru,Riau,2200 VA,386343,386393,50,1444.7,72235,January,2024,Lunas,2024-01-28,2024-02-01 00:00:00,2024-02-17,0,72235,Mobile Banking,2200
PLN115819,Dian Aminah,Jl. Raya Jakarta Timur No.455,Jakarta Timur,DKI Jakarta,900 VA (non-subsidi),211218,211387,169,1352.0,228488,November,2025,Lunas,2025-11-13,2026-01-08 00:00:00,2025-12-03,5000,233488,Mobile Banking,900_nonsubsidi
PLN115820,Rina Hidayat,Jl. Raya Jakarta Timur No.942,Jakarta Timur,DKI Jakarta,3500 VA,392967,393889,922,1699.53,1566967,February,2024,Belum Bayar,2024-02-20,BELUM BAYAR,2024-03-11,31339,1598306,BELUM BAYAR,3500_5500
PLN115821,Hendra Saputra,Jl. Raya Lombok Timur No.880,Lombok Timur,NTB,6600 VA+,26939,28356,1417,1699.53,2408234,October,2023,Lunas,2023-10-04,2023-10-09 00:00:00,2023-10-24,0,2408234,Kartu Kredit,6600_plus
PLN115822,Fitri Saputra,Jl. Raya Yogyakarta No.437,Yogyakarta,Yogyakarta,2200 VA,402484,402902,418,1444.7,603885,October,2025,Lunas,2025-10-04,2025-10-04 00:00:00,2025-10-24,0,603885,ATM Transfer,2200
PLN115823,Ayu Ramadhan,Jl. Raya Serang No.771,Serang,Banten,900 VA (subsidi),194517,194693,176,605.0,106480,August,2023,Lunas,2023-08-17,2023-08-28 00:00:00,2023-09-06,0,106480,Kartu Kredit,900_subsidi
PLN115824,Rina Saputra,Jl. Raya Makassar No.369,Makassar,Sulawesi Selatan,900 VA (subsidi),425851,425888,37,605.0,22385,July,2024,Lunas,2024-07-01,2024-07-03 00:00:00,2024-07-21,0,22385,E-Wallet,900_subsidi
PLN115825,Dewi Hidayat,Jl. Raya Medan No.452,Medan,Sumatera Utara,1300 VA,12229,12791,562,1444.7,811921,October,2025,Belum Bayar,2025-10-13,BELUM BAYAR,2025-11-02,178622,990543,BELUM BAYAR,1300
PLN115826,Dewi Saputra,Jl. Raya Lombok Timur No.38,Lombok Timur,NTB,900 VA (subsidi),98124,98150,26,605.0,15730,December,2023,Lunas,2023-12-21,2024-01-07 00:00:00,2024-01-10,0,15730,Kartu Kredit,900_subsidi
PLN115827,Fajar Wahyuni,Jl. Raya Medan No.268,Medan,Sumatera Utara,900 VA (subsidi),12603,12654,51,605.0,30855,August,2023,Lunas,2023-08-25,2023-10-23 00:00:00,2023-09-14,5000,35855,E-Wallet,900_subsidi
PLN115828,Ika Setiawan,Jl. Raya Solo No.872,Solo,Jawa Tengah,2200 VA,28844,29104,260,1444.7,375622,June,2025,Lunas,2025-06-11,2025-06-26 00:00:00,2025-07-01,0,375622,ATM Transfer,2200
PLN115829,Wahyu Hidayat,Jl. Raya Medan No.375,Medan,Sumatera Utara,900 VA (subsidi),81002,81237,235,605.0,142175,November,2023,Belum Bayar,2023-11-10,BELUM BAYAR,2023-11-30,0,142175,BELUM BAYAR,900_subsidi
PLN115830,Yuli Wijaya,Jl. Raya Yogyakarta No.944,Yogyakarta,Yogyakarta,900 VA (subsidi),8786,8887,101,605.0,61105,November,2024,Lunas,2024-11-26,2025-02-01 00:00:00,2024-12-16,5000,66105,Mobile Banking,900_subsidi
PLN115831,Budi Agustina,Jl. Raya Binjai No.255,Binjai,Sumatera Utara,900 VA (subsidi),398886,399004,118,605.0,71390,May,2023,Lunas,2023-05-06,2023-05-21 00:00:00,2023-05-26,0,71390,Transfer Bank,900_subsidi
PLN115832,Fajar Kurniawan,Jl. Raya Sibolga No.872,Sibolga,Sumatera Utara,900 VA (non-subsidi),81814,82019,205,1352.0,277160,January,2024,Lunas,2024-01-13,2024-01-17 00:00:00,2024-02-02,0,277160,Transfer Bank,900_nonsubsidi
PLN115833,Wahyu Kusuma,Jl. Raya Banda Aceh No.36,Banda Aceh,Aceh,3500 VA,194434,195043,609,1699.53,1035014,November,2023,Lunas,2023-11-16,2023-11-25 00:00:00,2023-12-06,0,1035014,Indomaret,3500_5500
PLN115834,Siti Kusuma,Jl. Raya Jakarta Selatan No.136,Jakarta Selatan,DKI Jakarta,1300 VA,22399,22522,123,1444.7,177698,August,2025,Belum Bayar,2025-08-01,BELUM BAYAR,2025-08-21,39093,216791,BELUM BAYAR,1300
PLN115835,Yuli Setiawan,Jl. Raya Parepare No.495,Parepare,Sulawesi Selatan,900 VA (subsidi),472721,472815,94,605.0,56870,April,2023,Lunas,2023-04-14,2023-04-22 00:00:00,2023-05-04,0,56870,E-Wallet,900_subsidi
PLN115836,Wahyu Aminah,Jl. Raya Jakarta Pusat No.289,Jakarta Pusat,DKI Jakarta,900 VA (subsidi),85124,85326,202,605.0,122210,May,2023,Belum Bayar,2023-05-07,BELUM BAYAR,2023-05-27,19553,141763,BELUM BAYAR,900_subsidi
PLN115837,Tono Wahyuni,Jl. Raya Pekanbaru No.885,Pekanbaru,Riau,900 VA (subsidi),105537,105661,124,605.0,75020,May,2024,Lunas,2024-05-27,2024-06-04 00:00:00,2024-06-16,0,75020,ATM Transfer,900_subsidi
PLN115838,Tono Ramadhan,Jl. Raya Tangerang No.119,Tangerang,Banten,900 VA (subsidi),377479,377714,235,605.0,142175,August,2023,Belum Bayar,2023-08-09,BELUM BAYAR,2023-08-29,8530,150705,BELUM BAYAR,900_subsidi
PLN115839,Ayu Wahyuni,Jl. Raya Jakarta Selatan No.993,Jakarta Selatan,DKI Jakarta,2200 VA,252139,252549,410,1444.7,592327,October,2023,Lunas,2023-10-20,2023-11-01 00:00:00,2023-11-09,0,592327,E-Wallet,2200
PLN115840,Hendra Setiawan,Jl. Raya Banda Aceh No.22,Banda Aceh,Aceh,900 VA (subsidi),461077,461158,81,605.0,49005,May,2024,Lunas,2024-05-06,2024-05-09 00:00:00,2024-05-26,0,49005,ATM Transfer,900_subsidi
PLN115841,Hendra Putri,Jl. Raya Yogyakarta No.190,Yogyakarta,Yogyakarta,900 VA (non-subsidi),277770,277893,123,1352.0,166296,December,2025,Belum Bayar,2025-12-09,BELUM BAYAR,2025-12-29,19955,186251,BELUM BAYAR,900_nonsubsidi
PLN115842,Andi Gunawan,Jl. Raya Banda Aceh No.365,Banda Aceh,Aceh,450 VA,54100,54134,34,415.0,14110,May,2023,Lunas,2023-05-17,2023-06-02 00:00:00,2023-06-06,0,14110,Mobile Banking,450_subsidi
PLN115843,Ika Gunawan,Jl. Raya Banda Aceh No.898,Banda Aceh,Aceh,900 VA (subsidi),214203,214282,79,605.0,47795,July,2023,Lunas,2023-07-24,2023-08-11 00:00:00,2023-08-13,0,47795,Indomaret,900_subsidi
PLN115844,Yuli Kurniawan,Jl. Raya Serang No.750,Serang,Banten,900 VA (subsidi),470255,470643,388,605.0,234740,February,2024,Belum Bayar,2024-02-28,BELUM BAYAR,2024-03-19,18779,253519,BELUM BAYAR,900_subsidi
PLN115845,Agus Santoso,Jl. Raya Semarang No.559,Semarang,Jawa Tengah,450 VA,365082,365172,90,415.0,37350,November,2024,Lunas,2024-11-25,2024-11-28 00:00:00,2024-12-15,0,37350,Indomaret,450_subsidi
PLN115846,Agus Hidayat,Jl. Raya Banda Aceh No.231,Banda Aceh,Aceh,1300 VA,328706,329135,429,1444.7,619776,December,2023,Lunas,2023-12-16,2023-12-18 00:00:00,2024-01-05,0,619776,Mobile Banking,1300
PLN115847,Andi Wahyuni,Jl. Raya Lombok Timur No.124,Lombok Timur,NTB,2200 VA,74046,74252,206,1444.7,297608,December,2024,Lunas,2024-12-02,2025-01-28 00:00:00,2024-12-22,5952,303560,Kartu Kredit,2200
PLN115848,Andi Kusuma,Jl. Raya Bandar Lampung No.763,Bandar Lampung,Lampung,900 VA (subsidi),254860,255074,214,605.0,129470,February,2025,Lunas,2025-02-01,2025-02-01 00:00:00,2025-02-21,0,129470,Kartu Kredit,900_subsidi
PLN115849,Eka Setiawan,Jl. Raya Kediri No.806,Kediri,Jawa Timur,900 VA (subsidi),414657,414842,185,605.0,111925,May,2023,Belum Bayar,2023-05-27,BELUM BAYAR,2023-06-16,0,111925,BELUM BAYAR,900_subsidi
PLN115850,Yuli Hidayat,Jl. Raya Sidoarjo No.876,Sidoarjo,Jawa Timur,1300 VA,281383,281965,582,1444.7,840815,March,2023,Lunas,2023-03-18,2023-06-04 00:00:00,2023-04-07,16816,857631,Alfamart,1300
PLN115851,Fitri Kurniawan,Jl. Raya Serang No.47,Serang,Banten,450 VA,260544,260658,114,415.0,47310,March,2023,Lunas,2023-03-08,2023-03-21 00:00:00,2023-03-28,0,47310,E-Wallet,450_subsidi
PLN115852,Ika Setiawan,Jl. Raya Balikpapan No.533,Balikpapan,Kalimantan Timur,900 VA (subsidi),364407,364438,31,605.0,18755,August,2023,Lunas,2023-08-13,2023-08-22 00:00:00,2023-09-02,0,18755,E-Wallet,900_subsidi
PLN115853,Rudi Pratama,Jl. Raya Banda Aceh No.839,Banda Aceh,Aceh,6600 VA+,321288,322122,834,1699.53,1417408,May,2023,Belum Bayar,2023-05-03,BELUM BAYAR,2023-05-23,226785,1644193,BELUM BAYAR,6600_plus
PLN115854,Rina Aminah,Jl. Raya Tasikmalaya No.701,Tasikmalaya,Jawa Barat,2200 VA,324372,324521,149,1444.7,215260,June,2024,Belum Bayar,2024-06-25,BELUM BAYAR,2024-07-15,43052,258312,BELUM BAYAR,2200
PLN115855,Ika Putri,Jl. Raya Jakarta Selatan No.516,Jakarta Selatan,DKI Jakarta,900 VA (subsidi),114681,114744,63,605.0,38115,August,2023,Belum Bayar,2023-08-17,BELUM BAYAR,2023-09-06,8385,46500,BELUM BAYAR,900_subsidi
PLN115856,Rina Wahyuni,Jl. Raya Lombok Timur No.975,Lombok Timur,NTB,6600 VA+,343878,345572,1694,1699.53,2879004,May,2024,Lunas,2024-05-20,2024-05-26 00:00:00,2024-06-09,0,2879004,Kartu Kredit,6600_plus
PLN115857,Rina Santoso,Jl. Raya Lombok Timur No.241,Lombok Timur,NTB,900 VA (subsidi),164989,165074,85,605.0,51425,March,2024,Lunas,2024-03-07,2024-03-25 00:00:00,2024-03-27,0,51425,E-Wallet,900_subsidi
PLN115858,Ika Agustina,Jl. Raya Bandar Lampung No.414,Bandar Lampung,Lampung,900 VA (subsidi),275427,275671,244,605.0,147620,August,2023,Lunas,2023-08-27,2023-12-04 00:00:00,2023-09-16,5904,153524,Indomaret,900_subsidi
PLN115859,Dewi Wijaya,Jl. Raya Jakarta Barat No.651,Jakarta Barat,DKI Jakarta,1300 VA,360512,361097,585,1444.7,845150,August,2025,Lunas,2025-08-21,2025-10-22 00:00:00,2025-09-10,16903,862053,Mobile Banking,1300
PLN115860,Wahyu Pratama,Jl. Raya Yogyakarta No.712,Yogyakarta,Yogyakarta,900 VA (non-subsidi),121471,121590,119,1352.0,160888,February,2023,Belum Bayar,2023-02-02,BELUM BAYAR,2023-02-22,35395,196283,BELUM BAYAR,900_nonsubsidi
PLN115861,Fitri Ramadhan,Jl. Raya Makassar No.196,Makassar,Sulawesi Selatan,900 VA (subsidi),457166,457403,237,605.0,143385,April,2024,Lunas,2024-04-24,2024-05-03 00:00:00,2024-05-14,0,143385,Transfer Bank,900_subsidi
PLN115862,Ika Setiawan,Jl. Raya Bandar Lampung No.740,Bandar Lampung,Lampung,900 VA (non-subsidi),42977,43186,209,1352.0,282568,August,2025,Belum Bayar,2025-08-20,BELUM BAYAR,2025-09-09,22605,305173,BELUM BAYAR,900_nonsubsidi
PLN115863,Hendra Wahyuni,Jl. Raya Banda Aceh No.166,Banda Aceh,Aceh,900 VA (non-subsidi),457432,457524,92,1352.0,124384,June,2025,Lunas,2025-06-25,2025-09-11 00:00:00,2025-07-15,5000,129384,ATM Transfer,900_nonsubsidi
PLN115864,Rina Gunawan,Jl. Raya Jakarta Selatan No.997,Jakarta Selatan,DKI Jakarta,900 VA (subsidi),469403,469413,10,605.0,6050,March,2025,Lunas,2025-03-08,2025-03-08 00:00:00,2025-03-28,0,6050,Indomaret,900_subsidi
PLN115865,Rizky Santoso,Jl. Raya Jakarta Timur No.296,Jakarta Timur,DKI Jakarta,450 VA,54537,54590,53,415.0,21995,December,2024,Belum Bayar,2024-12-28,BELUM BAYAR,2025-01-17,879,22874,BELUM BAYAR,450_subsidi
PLN115866,Budi Ramadhan,Jl. Raya Serang No.924,Serang,Banten,900 VA (non-subsidi),311657,311738,81,1352.0,109512,October,2023,Lunas,2023-10-03,2024-01-13 00:00:00,2023-10-23,5000,114512,E-Wallet,900_nonsubsidi
PLN115867,Eka Aminah,Jl. Raya Mataram No.563,Mataram,NTB,900 VA (subsidi),244563,244695,132,605.0,79860,April,2024,Belum Bayar,2024-04-28,BELUM BAYAR,2024-05-18,15972,95832,BELUM BAYAR,900_subsidi
PLN115868,Tono Wahyuni,Jl. Raya Madiun No.137,Madiun,Jawa Timur,2200 VA,68565,68878,313,1444.7,452191,September,2025,Lunas,2025-09-05,2025-12-02 00:00:00,2025-09-25,18087,470278,Transfer Bank,2200
PLN115869,Ayu Lestari,Jl. Raya Jakarta Pusat No.277,Jakarta Pusat,DKI Jakarta,3500 VA,141778,142496,718,1699.53,1220263,February,2023,Lunas,2023-02-02,2023-02-18 00:00:00,2023-02-22,0,1220263,Transfer Bank,3500_5500
PLN115870,Fitri Putri,Jl. Raya Surabaya No.705,Surabaya,Jawa Timur,3500 VA,336255,337112,857,1699.53,1456497,September,2023,Lunas,2023-09-28,2023-12-08 00:00:00,2023-10-18,29129,1485626,E-Wallet,3500_5500
PLN115871,Ika Ramadhan,Jl. Raya Badung No.521,Badung,Bali,6600 VA+,373145,373917,772,1699.53,1312037,May,2025,Lunas,2025-05-23,2025-05-23 00:00:00,2025-06-12,0,1312037,Mobile Banking,6600_plus
PLN115872,Ayu Ramadhan,Jl. Raya Lombok Timur No.400,Lombok Timur,NTB,1300 VA,151173,151534,361,1444.7,521537,March,2025,Belum Bayar,2025-03-09,BELUM BAYAR,2025-03-29,114738,636275,BELUM BAYAR,1300
PLN115873,Budi Santoso,Jl. Raya Bandar Lampung No.877,Bandar Lampung,Lampung,1300 VA,58729,58963,234,1444.7,338060,July,2023,Belum Bayar,2023-07-21,BELUM BAYAR,2023-08-10,33806,371866,BELUM BAYAR,1300
PLN115874,Rizky Wijaya,Jl. Raya Parepare No.784,Parepare,Sulawesi Selatan,900 VA (subsidi),58504,58635,131,605.0,79255,December,2025,Belum Bayar,2025-12-15,BELUM BAYAR,2026-01-04,4755,84010,BELUM BAYAR,900_subsidi
PLN115875,Ika Saputra,Jl. Raya Gianyar No.78,Gianyar,Bali,900 VA (non-subsidi),207885,208062,177,1352.0,239304,August,2024,Belum Bayar,2024-08-23,BELUM BAYAR,2024-09-12,47860,287164,BELUM BAYAR,900_nonsubsidi
PLN115876,Agus Agustina,Jl. Raya Jakarta Selatan No.355,Jakarta Selatan,DKI Jakarta,3500 VA,256151,256483,332,1699.53,564244,September,2025,Lunas,2025-09-07,2025-09-23 00:00:00,2025-09-27,0,564244,E-Wallet,3500_5500
PLN115877,Fitri Hidayat,Jl. Raya Medan No.990,Medan,Sumatera Utara,1300 VA,133954,134211,257,1444.7,371288,January,2024,Lunas,2024-01-16,2024-01-21 00:00:00,2024-02-05,0,371288,Alfamart,1300
PLN115878,Rizky Putri,Jl. Raya Yogyakarta No.200,Yogyakarta,Yogyakarta,900 VA (subsidi),356366,356478,112,605.0,67760,November,2024,Lunas,2024-11-21,2024-11-29 00:00:00,2024-12-11,0,67760,Alfamart,900_subsidi
PLN115879,Rina Wijaya,Jl. Raya Sibolga No.899,Sibolga,Sumatera Utara,900 VA (non-subsidi),323432,323521,89,1352.0,120328,September,2023,Lunas,2023-09-16,2023-10-04 00:00:00,2023-10-06,0,120328,Transfer Bank,900_nonsubsidi
PLN115880,Dian Setiawan,Jl. Raya Denpasar No.528,Denpasar,Bali,900 VA (subsidi),211139,211312,173,605.0,104665,February,2025,Belum Bayar,2025-02-13,BELUM BAYAR,2025-03-05,2093,106758,BELUM BAYAR,900_subsidi
PLN115881,Wahyu Putri,Jl. Raya Mataram No.406,Mataram,NTB,1300 VA,286124,286315,191,1444.7,275938,November,2023,Lunas,2023-11-07,2023-11-15 00:00:00,2023-11-27,0,275938,Kartu Kredit,1300
PLN115882,Fajar Santoso,Jl. Raya Tasikmalaya No.468,Tasikmalaya,Jawa Barat,1300 VA,189694,189910,216,1444.7,312055,November,2024,Lunas,2024-11-25,2024-12-17 00:00:00,2024-12-15,6241,318296,E-Wallet,1300
PLN115883,Fajar Wahyuni,Jl. Raya Jakarta Selatan No.276,Jakarta Selatan,DKI Jakarta,3500 VA,95501,95988,487,1699.53,827671,July,2025,Lunas,2025-07-15,2025-07-21 00:00:00,2025-08-04,0,827671,Transfer Bank,3500_5500
PLN115884,Yuli Ramadhan,Jl. Raya Solo No.589,Solo,Jawa Tengah,900 VA (non-subsidi),351296,351481,185,1352.0,250120,September,2024,Lunas,2024-09-13,2024-09-30 00:00:00,2024-10-03,0,250120,Mobile Banking,900_nonsubsidi
PLN115885,Ika Wahyuni,Jl. Raya Bandar Lampung No.515,Bandar Lampung,Lampung,2200 VA,114373,114599,226,1444.7,326502,July,2024,Lunas,2024-07-17,2024-07-17 00:00:00,2024-08-06,0,326502,Mobile Banking,2200
PLN115886,Rina Santoso,Jl. Raya Parepare No.566,Parepare,Sulawesi Selatan,6600 VA+,291786,293562,1776,1699.53,3018365,December,2025,Lunas,2025-12-04,2026-03-04 00:00:00,2025-12-24,120734,3139099,E-Wallet,6600_plus
PLN115887,Rina Aminah,Jl. Raya Binjai No.844,Binjai,Sumatera Utara,900 VA (non-subsidi),69770,70008,238,1352.0,321776,August,2025,Lunas,2025-08-09,2025-09-19 00:00:00,2025-08-29,6435,328211,E-Wallet,900_nonsubsidi
PLN115888,Rizky Kurniawan,Jl. Raya Jakarta Pusat No.540,Jakarta Pusat,DKI Jakarta,450 VA,399147,399204,57,415.0,23655,July,2025,Belum Bayar,2025-07-16,BELUM BAYAR,2025-08-05,473,24128,BELUM BAYAR,450_subsidi
PLN115889,Rizky Setiawan,Jl. Raya Bogor No.334,Bogor,Jawa Barat,6600 VA+,121486,123653,2167,1699.53,3682882,May,2025,Lunas,2025-05-02,2025-06-27 00:00:00,2025-05-22,73657,3756539,Indomaret,6600_plus
PLN115890,Sari Wijaya,Jl. Raya Tangerang No.161,Tangerang,Banten,1300 VA,336871,337421,550,1444.7,794585,May,2025,Lunas,2025-05-24,2025-09-07 00:00:00,2025-06-13,31783,826368,Kartu Kredit,1300
PLN115891,Andi Wijaya,Jl. Raya Lombok Timur No.851,Lombok Timur,NTB,900 VA (subsidi),373417,373598,181,605.0,109505,December,2023,Lunas,2023-12-17,2024-01-28 00:00:00,2024-01-06,5000,114505,ATM Transfer,900_subsidi
PLN115892,Yuli Setiawan,Jl. Raya Yogyakarta No.913,Yogyakarta,Yogyakarta,1300 VA,106075,106372,297,1444.7,429076,January,2024,Lunas,2024-01-02,2024-01-15 00:00:00,2024-01-22,0,429076,Alfamart,1300
PLN115893,Siti Setiawan,Jl. Raya Balikpapan No.187,Balikpapan,Kalimantan Timur,900 VA (non-subsidi),74381,74539,158,1352.0,213616,July,2024,Lunas,2024-07-11,2024-10-15 00:00:00,2024-07-31,8544,222160,E-Wallet,900_nonsubsidi
PLN115894,Sari Wahyuni,Jl. Raya Samarinda No.988,Samarinda,Kalimantan Timur,2200 VA,212740,212846,106,1444.7,153138,April,2024,Belum Bayar,2024-04-08,BELUM BAYAR,2024-04-28,24502,177640,BELUM BAYAR,2200
PLN115895,Dian Hidayat,Jl. Raya Medan No.229,Medan,Sumatera Utara,900 VA (subsidi),409358,409431,73,605.0,44165,July,2024,Lunas,2024-07-20,2024-08-11 00:00:00,2024-08-09,5000,49165,Transfer Bank,900_subsidi
PLN115896,Wahyu Putri,Jl. Raya Yogyakarta No.888,Yogyakarta,Yogyakarta,900 VA (subsidi),55083,55166,83,605.0,50215,January,2024,Lunas,2024-01-24,2024-01-29 00:00:00,2024-02-13,0,50215,Alfamart,900_subsidi
PLN115897,Fitri Setiawan,Jl. Raya Makassar No.861,Makassar,Sulawesi Selatan,900 VA (non-subsidi),407295,407549,254,1352.0,343408,September,2024,Lunas,2024-09-09,2024-09-23 00:00:00,2024-09-29,0,343408,Transfer Bank,900_nonsubsidi
PLN115898,Rina Saputra,Jl. Raya Bekasi No.545,Bekasi,Jawa Barat,6600 VA+,197746,198758,1012,1699.53,1719924,April,2024,Lunas,2024-04-10,2024-04-15 00:00:00,2024-04-30,0,1719924,ATM Transfer,6600_plus
PLN115899,Rudi Lestari,Jl. Raya Yogyakarta No.350,Yogyakarta,Yogyakarta,2200 VA,103409,103584,175,1444.7,252822,March,2025,Belum Bayar,2025-03-24,BELUM BAYAR,2025-04-13,25282,278104,BELUM BAYAR,2200
PLN115900,Fitri Hidayat,Jl. Raya Pekanbaru No.877,Pekanbaru,Riau,900 VA (non-subsidi),446966,447023,57,1352.0,77064,September,2025,Belum Bayar,2025-09-14,BELUM BAYAR,2025-10-04,10788,87852,BELUM BAYAR,900_nonsubsidi
PLN115901,Rudi Pratama,Jl. Raya Magelang No.167,Magelang,Jawa Tengah,3500 VA,305443,306310,867,1699.53,1473493,October,2024,Lunas,2024-10-24,2024-11-26 00:00:00,2024-11-13,29469,1502962,E-Wallet,3500_5500
PLN115902,Rizky Wijaya,Jl. Raya Serang No.183,Serang,Banten,900 VA (subsidi),325439,325567,128,605.0,77440,March,2023,Lunas,2023-03-28,2023-04-02 00:00:00,2023-04-17,0,77440,Alfamart,900_subsidi
PLN115903,Siti Saputra,Jl. Raya Bandar Lampung No.878,Bandar Lampung,Lampung,900 VA (subsidi),196156,196341,185,605.0,111925,February,2023,Belum Bayar,2023-02-04,BELUM BAYAR,2023-02-24,11192,123117,BELUM BAYAR,900_subsidi
PLN115904,Budi Gunawan,Jl. Raya Denpasar No.659,Denpasar,Bali,900 VA (subsidi),474309,474469,160,605.0,96800,June,2024,Lunas,2024-06-16,2024-07-02 00:00:00,2024-07-06,0,96800,Alfamart,900_subsidi
PLN115905,Ayu Wijaya,Jl. Raya Serang No.289,Serang,Banten,2200 VA,151892,151984,92,1444.7,132912,March,2025,Lunas,2025-03-15,2025-03-24 00:00:00,2025-04-04,0,132912,Transfer Bank,2200
PLN115906,Rina Wijaya,Jl. Raya Lombok Timur No.801,Lombok Timur,NTB,6600 VA+,333292,334307,1015,1699.53,1725023,April,2023,Lunas,2023-04-06,2023-04-09 00:00:00,2023-04-26,0,1725023,E-Wallet,6600_plus
PLN115907,Ayu Kurniawan,Jl. Raya Bandar Lampung No.240,Bandar Lampung,Lampung,900 VA (subsidi),283428,283629,201,605.0,121605,June,2024,Lunas,2024-06-01,2024-06-02 00:00:00,2024-06-21,0,121605,ATM Transfer,900_subsidi
